Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
563 pointer: 000001ECE2334500, len: 0 <>
564 pointer: 000001ECE2308B71, len: 0 <>
565 pointer: 000001ECE23105F3, len: 0 <>
566 pointer: 000001ECE2308B7E, len: 0 <>
567 pointer: 000001ECE232596A, len: 0 <>
568 pointer: 000001ECE23342F7, len: 0 <>
569 pointer: 000001ECE23342EC, len: 0 <>
570 pointer: 000001ECE23105E9, len: 0 <>
571 pointer: 000001ECE2325975, len: 0 <>
572 pointer: 000001ECE231052D, len: 0 <>
573 pointer: 000001ECE2325B6E, len: 0 <>
574 pointer: 000001ECE2325B7A, len: 0 <>
575 pointer: 000001ECE23340EA, len: 0 <>
576 pointer: 000001ECE23340DE, len: 0 <>
577 pointer: 000001ECE2310339, len: 0 <>
578 pointer: 000001ECE231032E, len: 0 <>
579 pointer: 000001ECE2325D7C, len: 0 <>
580 pointer: 000001ECE2325DF9, len: 0 <>
581 pointer: 000001ECE2308DA0, len: 0 <>
582 pointer: 000001ECE2325E06, len: 0 <>
583 pointer: 000001ECE2308DAB, len: 0 <>
584 pointer: 000001ECE2333ED0, len: 0 <>
585 pointer: 000001ECE232601F, len: 0 <>
586 pointer: 000001ECE232602B, len: 0 <>
587 pointer: 000001ECE2333EC5, len: 0 <>
588 pointer: 000001ECE231013F, len: 0 <>
589 pointer: 000001ECE2310133, len: 0 <>
590 pointer: 000001ECE2326235, len: 0 <>
591 pointer: 000001ECE2326240, len: 0 <>
592 pointer: 000001ECE2333CA7, len: 0 <>
593 pointer: 000001ECE230FF1B, len: 0 <>
594 pointer: 000001ECE2333C9D, len: 0 <>
595 pointer: 000001ECE232646A, len: 0 <>
596 pointer: 000001ECE230FF10, len: 0 <>
597 pointer: 000001ECE2326476, len: 0 <>
598 pointer: 000001ECE2308FAA, len: 0 <>
599 pointer: 000001ECE232667D, len: 0 <>
600 pointer: 000001ECE232668A, len: 0 <>
601 pointer: 000001ECE230FCFA, len: 0 <>
602 pointer: 000001ECE230906A, len: 0 <>
603 pointer: 000001ECE230FCF0, len: 0 <>
604 pointer: 000001ECE23090AE, len: 0 <>
605 pointer: 000001ECE232686D, len: 0 <>
606 pointer: 000001ECE23090B8, len: 0 <>
607 pointer: 000001ECE232687B, len: 0 <>
608 pointer: 000001ECE2326A88, len: 0 <>
609 pointer: 000001ECE2333A8D, len: 0 <>
610 pointer: 000001ECE2333A84, len: 0 <>
611 pointer: 000001ECE2326A94, len: 0 <>
612 pointer: 000001ECE230FAF2, len: 0 <>
613 pointer: 000001ECE230FAE9, len: 0 <>
614 pointer: 000001ECE2326CA5, len: 0 <>
615 pointer: 000001ECE2326CAE, len: 0 <>
616 pointer: 000001ECE2326EBD, len: 0 <>
617 pointer: 000001ECE2333888, len: 0 <>
618 pointer: 000001ECE233387C, len: 0 <>
619 pointer: 000001ECE2326F54, len: 0 <>
620 pointer: 000001ECE2326F5E, len: 0 <>
621 pointer: 000001ECE23092A3, len: 0 <>
622 pointer: 000001ECE230F8E1, len: 0 <>
623 pointer: 000001ECE23092AE, len: 0 <>
624 pointer: 000001ECE230F8D7, len: 0 <>
625 pointer: 000001ECE233363D, len: 0 <>
626 pointer: 000001ECE2327151, len: 0 <>
627 pointer: 000001ECE233362F, len: 0 <>
628 pointer: 000001ECE232715C, len: 0 <>
629 pointer: 000001ECE2327366, len: 0 <>
630 pointer: 000001ECE230F6D4, len: 0 <>
631 pointer: 000001ECE2327372, len: 0 <>
632 pointer: 000001ECE230F6C8, len: 0 <>
633 pointer: 000001ECE232756C, len: 0 <>
634 pointer: 000001ECE2327577, len: 0 <>
635 pointer: 000001ECE230F4A2, len: 0 <>
636 pointer: 000001ECE230F497, len: 0 <>
637 pointer: 000001ECE232778B, len: 0 <>
638 pointer: 000001ECE23094BD, len: 0 <>
639 pointer: 000001ECE23277A8, len: 0 <>
640 pointer: 000001ECE23094C9, len: 0 <>
641 pointer: 000001ECE2333426, len: 0 <>
642 pointer: 000001ECE2333419, len: 0 <>
643 pointer: 000001ECE233332B, len: 0 <>
644 pointer: 000001ECE23277AA, len: 0 <>
645 pointer: 000001ECE23277C3, len: 0 <>
646 pointer: 000001ECE23277C5, len: 0 <>
647 pointer: 000001ECE23277D4, len: 0 <>
648 pointer: 000001ECE232785D, len: 0 <>
649 pointer: 000001ECE2327873, len: 0 <>
650 pointer: 000001ECE23278CC, len: 0 <>
651 pointer: 000001ECE2333113, len: 0 <>
652 pointer: 000001ECE2333107, len: 0 <>
653 pointer: 000001ECE2332DCE, len: 0 <>
654 pointer: 000001ECE23278D4, len: 0 <>
655 pointer: 000001ECE23096E7, len: 0 <>
656 pointer: 000001ECE230F2A0, len: 0 <>
657 pointer: 000001ECE2332BBC, len: 0 <>
658 pointer: 000001ECE2332BB1, len: 0 <>
659 pointer: 000001ECE2309790, len: 0 <>
660 pointer: 000001ECE2332918, len: 0 <>
661 pointer: 000001ECE230979D, len: 0 <>
662 pointer: 000001ECE230F296, len: 0 <>
663 pointer: 000001ECE2327AE5, len: 0 <>
664 pointer: 000001ECE2327D1E, len: 0 <>
665 pointer: 000001ECE230F085, len: 0 <>
666 pointer: 000001ECE2332711, len: 0 <>
667 pointer: 000001ECE2332705, len: 0 <>
668 pointer: 000001ECE2327D27, len: 0 <>
669 pointer: 000001ECE230F07C, len: 0 <>
670 pointer: 000001ECE2327F35, len: 0 <>
671 pointer: 000001ECE23324D4, len: 0 <>
672 pointer: 000001ECE2327F3F, len: 0 <>
673 pointer: 000001ECE230EE89, len: 0 <>
674 pointer: 000001ECE230EE7F, len: 0 <>
675 pointer: 000001ECE2328149, len: 0 <>
676 pointer: 000001ECE23099A3, len: 0 <>
677 pointer: 000001ECE23282DB, len: 0 <>
678 pointer: 000001ECE23099AF, len: 0 <>
679 pointer: 000001ECE23322C7, len: 0 <>
680 pointer: 000001ECE23322BA, len: 0 <>
681 pointer: 000001ECE23282E4, len: 0 <>
682 pointer: 000001ECE23284E7, len: 0 <>
683 pointer: 000001ECE230EC86, len: 0 <>
684 pointer: 000001ECE23284EF, len: 0 <>
685 pointer: 000001ECE230EC7B, len: 0 <>
686 pointer: 000001ECE230EC2D, len: 0 <>
687 pointer: 000001ECE23286F7, len: 0 <>
688 pointer: 000001ECE2328700, len: 0 <>
689 pointer: 000001ECE23320A6, len: 0 <>
690 pointer: 000001ECE232890A, len: 0 <>
691 pointer: 000001ECE233209A, len: 0 <>
692 pointer: 000001ECE230EA15, len: 0 <>
693 pointer: 000001ECE2309BC0, len: 0 <>
694 pointer: 000001ECE2328914, len: 0 <>
695 pointer: 000001ECE2309BCB, len: 0 <>
696 pointer: 000001ECE230EA0B, len: 0 <>
697 pointer: 000001ECE2328B20, len: 0 <>
698 pointer: 000001ECE2331E8D, len: 0 <>
699 pointer: 000001ECE2331E82, len: 0 <>
700 pointer: 000001ECE2328B2B, len: 0 <>
701 pointer: 000001ECE230E817, len: 0 <>
702 pointer: 000001ECE230E80E, len: 0 <>
703 pointer: 000001ECE2328D2D, len: 0 <>
704 pointer: 000001ECE2328D36, len: 0 <>
705 pointer: 000001ECE2328F2F, len: 0 <>
706 pointer: 000001ECE2331C64, len: 0 <>
707 pointer: 000001ECE2331C5A, len: 0 <>
708 pointer: 000001ECE2328F37, len: 0 <>
709 pointer: 000001ECE2329135, len: 0 <>
710 pointer: 000001ECE2309DDB, len: 0 <>
711 pointer: 000001ECE2331A6B, len: 0 <>
712 pointer: 000001ECE2309DE7, len: 0 <>
713 pointer: 000001ECE230E5FC, len: 0 <>
714 pointer: 000001ECE232913E, len: 0 <>
715 pointer: 000001ECE230E5F4, len: 0 <>
716 pointer: 000001ECE2331848, len: 0 <>
717 pointer: 000001ECE2329345, len: 0 <>
718 pointer: 000001ECE233183D, len: 0 <>
719 pointer: 000001ECE232937F, len: 0 <>
720 pointer: 000001ECE2329389, len: 0 <>
721 pointer: 000001ECE230E3E0, len: 0 <>
722 pointer: 000001ECE232959D, len: 0 <>
723 pointer: 000001ECE2331625, len: 0 <>
724 pointer: 000001ECE2331618, len: 0 <>
725 pointer: 000001ECE230E3D7, len: 0 <>
726 pointer: 000001ECE23295A8, len: 0 <>
727 pointer: 000001ECE2309FE0, len: 0 <>
728 pointer: 000001ECE232979E, len: 0 <>
729 pointer: 000001ECE23297A8, len: 0 <>
730 pointer: 000001ECE23299A9, len: 0 <>
731 pointer: 000001ECE23299B2, len: 0 <>
732 pointer: 000001ECE23313FF, len: 0 <>
733 pointer: 000001ECE23313F3, len: 0 <>
734 pointer: 000001ECE230E1CA, len: 0 <>
735 pointer: 000001ECE230E1BF, len: 0 <>
736 pointer: 000001ECE2329BCC, len: 0 <>
737 pointer: 000001ECE23311E2, len: 0 <>
738 pointer: 000001ECE23311D7, len: 0 <>
739 pointer: 000001ECE2330FE0, len: 0 <>
740 pointer: 000001ECE2330FD6, len: 0 <>
741 pointer: 000001ECE230A34F, len: 0 <>
742 pointer: 000001ECE2330F5E, len: 0 <>
743 pointer: 000001ECE230A35C, len: 0 <>
744 pointer: 000001ECE2329BD6, len: 0 <>
745 pointer: 000001ECE2329DEE, len: 0 <>
746 pointer: 000001ECE2329DF9, len: 0 <>
747 pointer: 000001ECE230DFA4, len: 0 <>
748 pointer: 000001ECE230DF9A, len: 0 <>
749 pointer: 000001ECE232A015, len: 0 <>
750 pointer: 000001ECE232A021, len: 0 <>
751 pointer: 000001ECE2330D3A, len: 0 <>
752 pointer: 000001ECE2330D2F, len: 0 <>
753 pointer: 000001ECE2317D8A, len: 0 <>
754 pointer: 000001ECE230DDB0, len: 0 <>
755 pointer: 000001ECE230DDA7, len: 0 <>
756 pointer: 000001ECE232A238, len: 0 <>
757 pointer: 000001ECE232A242, len: 0 <>
758 pointer: 000001ECE230A55F, len: 0 <>
759 pointer: 000001ECE230DCAD, len: 0 <>
760 pointer: 000001ECE230A56D, len: 0 <>
761 pointer: 000001ECE2330B0A, len: 0 <>
762 pointer: 000001ECE2330AFE, len: 0 <>
763 pointer: 000001ECE232A44D, len: 0 <>
764 pointer: 000001ECE232A456, len: 0 <>
765 pointer: 000001ECE232A665, len: 0 <>
766 pointer: 000001ECE232A66F, len: 0 <>
767 pointer: 000001ECE230DA90, len: 0 <>
768 pointer: 000001ECE230DA88, len: 0 <>
769 pointer: 000001ECE232A898, len: 0 <>
770 pointer: 000001ECE232A938, len: 0 <>
771 pointer: 000001ECE232A943, len: 0 <>
772 pointer: 000001ECE230D8E3, len: 0 <>
773 pointer: 000001ECE233090C, len: 0 <>
774 pointer: 000001ECE2330901, len: 0 <>
775 pointer: 000001ECE230A770, len: 0 <>
776 pointer: 000001ECE232AB5D, len: 0 <>
777 pointer: 000001ECE230A77C, len: 0 <>
778 pointer: 000001ECE232AB69, len: 0 <>
779 pointer: 000001ECE230D837, len: 0 <>
780 pointer: 000001ECE232AD7D, len: 0 <>
781 pointer: 000001ECE2330709, len: 0 <>
782 pointer: 000001ECE232ADBB, len: 0 <>
783 pointer: 000001ECE23306FF, len: 0 <>
784 pointer: 000001ECE232ADC6, len: 0 <>
785 pointer: 000001ECE230D630, len: 0 <>
786 pointer: 000001ECE232AFC5, len: 0 <>
787 pointer: 000001ECE230D627, len: 0 <>
788 pointer: 000001ECE232AFCF, len: 0 <>
789 pointer: 000001ECE232B1DE, len: 0 <>
790 pointer: 000001ECE232B1E9, len: 0 <>
791 pointer: 000001ECE2330529, len: 0 <>
792 pointer: 000001ECE230A972, len: 0 <>
793 pointer: 000001ECE2330520, len: 0 <>
794 pointer: 000001ECE230A97B, len: 0 <>
795 pointer: 000001ECE232B3F3, len: 0 <>
796 pointer: 000001ECE230D412, len: 0 <>
797 pointer: 000001ECE232B3FF, len: 0 <>
798 pointer: 000001ECE230D408, len: 0 <>
799 pointer: 000001ECE232B615, len: 0 <>
800 pointer: 000001ECE232B622, len: 0 <>
801 pointer: 000001ECE230D218, len: 0 <>
802 pointer: 000001ECE230D20F, len: 0 <>
803 pointer: 000001ECE232B82B, len: 0 <>
804 pointer: 000001ECE232B836, len: 0 <>
805 pointer: 000001ECE232BA58, len: 0 <>
806 pointer: 000001ECE233030E, len: 0 <>
807 pointer: 000001ECE2330304, len: 0 <>
808 pointer: 000001ECE232BA62, len: 0 <>
809 pointer: 000001ECE230AB96, len: 0 <>
810 pointer: 000001ECE232BC90, len: 0 <>
811 pointer: 000001ECE230ABA0, len: 0 <>
812 pointer: 000001ECE232BC9B, len: 0 <>
813 pointer: 000001ECE230CFF4, len: 0 <>
814 pointer: 000001ECE230CFEC, len: 0 <>
815 pointer: 000001ECE230CFC7, len: 0 <>
816 pointer: 000001ECE23300F7, len: 0 <>
817 pointer: 000001ECE23300EB, len: 0 <>
818 pointer: 000001ECE233007C, len: 0 <>
819 pointer: 000001ECE230CFB0, len: 0 <>
820 pointer: 000001ECE232BE98, len: 0 <>
821 pointer: 000001ECE230CF98, len: 0 <>
822 pointer: 000001ECE232BEA4, len: 0 <>
823 pointer: 000001ECE230CF89, len: 0 <>
824 pointer: 000001ECE230CF87, len: 0 <>
825 pointer: 000001ECE230CF6D, len: 0 <>
826 pointer: 000001ECE230ADBB, len: 0 <>
827 pointer: 000001ECE232FE62, len: 0 <>
828 pointer: 000001ECE230CF6B, len: 0 <>
829 pointer: 000001ECE230AE21, len: 0 <>
830 pointer: 000001ECE232FE57, len: 0 <>
831 pointer: 000001ECE230AE2C, len: 0 <>
832 pointer: 000001ECE230CF69, len: 0 <>
833 pointer: 000001ECE230CF67, len: 0 <>
834 pointer: 000001ECE232C0A7, len: 0 <>
835 pointer: 000001ECE230CF4A, len: 0 <>
836 pointer: 000001ECE232FC47, len: 0 <>
837 pointer: 000001ECE232FC3D, len: 0 <>
838 pointer: 000001ECE232C0B4, len: 0 <>
839 pointer: 000001ECE232C2DD, len: 0 <>
840 pointer: 000001ECE232C2E9, len: 0 <>
841 pointer: 000001ECE232C4EF, len: 0 <>
842 pointer: 000001ECE232C4FA, len: 0 <>
843 pointer: 000001ECE232C6ED, len: 0 <>
844 pointer: 000001ECE230CD48, len: 0 <>
845 pointer: 000001ECE232C6F9, len: 0 <>
846 pointer: 000001ECE230B022, len: 0 <>
847 pointer: 000001ECE232FA4D, len: 0 <>
848 pointer: 000001ECE232FA44, len: 0 <>
849 pointer: 000001ECE230CD3E, len: 0 <>
850 pointer: 000001ECE230B0C5, len: 0 <>
851 pointer: 000001ECE232C90F, len: 0 <>
852 pointer: 000001ECE232C91C, len: 0 <>
853 pointer: 000001ECE232F82F, len: 0 <>
854 pointer: 000001ECE230B149, len: 0 <>
855 pointer: 000001ECE232F825, len: 0 <>
856 pointer: 000001ECE230B155, len: 0 <>
857 pointer: 000001ECE230CB2A, len: 0 <>
858 pointer: 000001ECE232CB2E, len: 0 <>
859 pointer: 000001ECE230CB1F, len: 0 <>
860 pointer: 000001ECE232CB3C, len: 0 <>
861 pointer: 000001ECE232CD4C, len: 0 <>
862 pointer: 000001ECE232CDC0, len: 0 <>
863 pointer: 000001ECE232F619, len: 0 <>
864 pointer: 000001ECE232F60E, len: 0 <>
865 pointer: 000001ECE232CDCC, len: 0 <>
866 pointer: 000001ECE230C920, len: 0 <>
867 pointer: 000001ECE230C916, len: 0 <>
868 pointer: 000001ECE232CFD6, len: 0 <>
869 pointer: 000001ECE232F411, len: 0 <>
870 pointer: 000001ECE232F407, len: 0 <>
871 pointer: 000001ECE230B356, len: 0 <>
872 pointer: 000001ECE232CFDF, len: 0 <>
873 pointer: 000001ECE230C82E, len: 0 <>
874 pointer: 000001ECE232D1E0, len: 0 <>
875 pointer: 000001ECE232D1EA, len: 0 <>
876 pointer: 000001ECE232D40B, len: 0 <>
877 pointer: 000001ECE232D416, len: 0 <>
878 pointer: 000001ECE230B4F5, len: 0 <>
879 pointer: 000001ECE232F20C, len: 0 <>
880 pointer: 000001ECE230B500, len: 0 <>
881 pointer: 000001ECE232F203, len: 0 <>
882 pointer: 000001ECE232D620, len: 0 <>
883 pointer: 000001ECE230C618, len: 0 <>
884 pointer: 000001ECE232D62C, len: 0 <>
885 pointer: 000001ECE230C60F, len: 0 <>
886 pointer: 000001ECE232D824, len: 0 <>
887 pointer: 000001ECE232D82F, len: 0 <>
888 pointer: 000001ECE232EFEF, len: 0 <>
889 pointer: 000001ECE232EFE7, len: 0 <>
890 pointer: 000001ECE230C420, len: 0 <>
891 pointer: 000001ECE232EDE1, len: 0 <>
892 pointer: 000001ECE232EDD8, len: 0 <>
893 pointer: 000001ECE230C418, len: 0 <>
894 pointer: 000001ECE232ED56, len: 0 <>
895 pointer: 000001ECE230B6FD, len: 0 <>
896 pointer: 000001ECE232DA1A, len: 0 <>
897 pointer: 000001ECE232DA37, len: 0 <>
898 pointer: 000001ECE232DA39, len: 0 <>
899 pointer: 000001ECE232DA3B, len: 0 <>
900 pointer: 000001ECE232DA3D, len: 0 <>
901 pointer: 000001ECE232DA58, len: 0 <>
902 pointer: 000001ECE232DA5A, len: 0 <>
903 pointer: 000001ECE232DA67, len: 0 <>
904 pointer: 000001ECE230C233, len: 0 <>
905 pointer: 000001ECE232DAE0, len: 0 <>
906 pointer: 000001ECE232EB4D, len: 0 <>
907 pointer: 000001ECE230B9E3, len: 0 <>
908 pointer: 000001ECE232EB42, len: 0 <>
909 pointer: 000001ECE230B9ED, len: 0 <>
910 pointer: 000001ECE230C228, len: 0 <>
911 pointer: 000001ECE232DB36, len: 0 <>
912 pointer: 000001ECE232DBC6, len: 0 <>
913 pointer: 000001ECE232DBDE, len: 0 <>
914 pointer: 000001ECE232DC34, len: 0 <>
915 pointer: 000001ECE232DC3C, len: 0 <>
916 pointer: 000001ECE230C006, len: 0 <>
917 pointer: 000001ECE232DE68, len: 0 <>
918 pointer: 000001ECE230BFF9, len: 0 <>
919 pointer: 000001ECE232DE71, len: 0 <>
920 pointer: 000001ECE232E071, len: 0 <>
921 pointer: 000001ECE232E07B, len: 0 <>
922 pointer: 000001ECE232E932, len: 0 <>
923 pointer: 000001ECE232E294, len: 0 <>
924 pointer: 000001ECE230BBED, len: 0 <>
925 pointer: 000001ECE232E928, len: 0 <>
926 pointer: 000001ECE230BBF8, len: 0 <>
927 pointer: 000001ECE232E29D, len: 0 <>
928 pointer: 000001ECE232E4AC, len: 0 <>
929 pointer: 000001ECE232E4F1, len: 0 <>
930 pointer: 000001ECE230BDFD, len: 0 <>
931 pointer: 000001ECE232E6F3, len: 0 <>
932 pointer: 000001ECE232E6EA, len: 0 <>
933 pointer: 000001ECE232E4F9, len: 0 <>
934 pointer: 000001ECE230BDF1, len: 0 <>
935 pointer: 000001ECE2337A2C, len: 38 <   A ball he fell as Tchatzki did.(82)>
936 pointer: 000001ECE2305E0E, len: 41 <   A ball here, there a children's treat,>
937 pointer: 000001ECE2326CFA, len: 29 <   A ball in Peter's capital,>
938 pointer: 000001ECE232E546, len: 26 <   Abandon cities riotous,>
939 pointer: 000001ECE23378D5, len: 33 <   Abandoned he his country seat,>
940 pointer: 000001ECE2317258, len: 38 <   ''Abandon hope for ever here!''(38)>
941 pointer: 000001ECE230A422, len: 29 <   Abandoning insane delight,>
942 pointer: 000001ECE233CC29, len: 29 <   A bastard fame prohibited?>
943 pointer: 000001ECE2331D01, len: 31 <   A bearded postillion astride>
944 pointer: 000001ECE2314304, len: 32 <   A beau is for Tattiana found!>
945 pointer: 000001ECE231EF2D, len: 30 <   A beauty languidly at rest,>
946 pointer: 000001ECE233218D, len: 37 <   A bill of fare hangs full in sight>
947 pointer: 000001ECE23201CB, len: 35 <   A blessed bottle, placed in ice,>
948 pointer: 000001ECE2337946, len: 40 <   A blood-bespattered shade would rise,>
949 pointer: 000001ECE230AF6D, len: 39 <   A boat with splashing oar floats by,>
950 pointer: 000001ECE2330A4D, len: 30 <   A bogy conjured up in joke,>
951 pointer: 000001ECE232FD2F, len: 32 <   A book at early morn perused.>
952 pointer: 000001ECE231F4B5, len: 30 <   A bottle of a vintage white>
953 pointer: 000001ECE230E8F4, len: 35 <   About the crop of hay, the wine,>
954 pointer: 000001ECE23134B6, len: 41 <   About the rain and flax and cattle.''->
955 pointer: 000001ECE231290F, len: 31 <   Above the ashes of the dead.>
956 pointer: 000001ECE232E9A7, len: 33 <   Above the humble urn of death.>
957 pointer: 000001ECE231245A, len: 62 <   above the 7th hereditary rank is acquired. In the remaining>
958 pointer: 000001ECE2329C9F, len: 40 <   Above the yawning grave would fight,->
959 pointer: 000001ECE232AC70, len: 28 <   A box of terrible import.>
960 pointer: 000001ECE233C708, len: 40 <   A breathless silence then, prolonged->
961 pointer: 000001ECE232308E, len: 36 <   A bristly bear of monstrous size!>
962 pointer: 000001ECE230AE2E, len: 30 <   Absorbed in melancholy mood>
963 pointer: 000001ECE23075CB, len: 40 <   Abuse their masters, rub their hands:>
964 pointer: 000001ECE232396D, len: 36 <   A canine face with horns thereon,>
965 pointer: 000001ECE2306E94, len: 33 <   A careless looker-on estranged>
966 pointer: 000001ECE230A5F4, len: 34 <   A case of books he doth obtain->
967 pointer: 000001ECE23231EE, len: 30 <   Accelerates her hasty pace,>
968 pointer: 000001ECE2315A82, len: 32 <   Accents of rapture or despair>
969 pointer: 000001ECE2327B69, len: 59 <   accommodated for the night, or indeed for as many nights>
970 pointer: 000001ECE232ED98, len: 62 <   according to the forms of the Eastern Church. See Note 28.]>
971 pointer: 000001ECE2318E09, len: 61 <   account of the bard and his creations will be found in the>
972 pointer: 000001ECE233AD7F, len: 28 <   A certain little escapade>
973 pointer: 000001ECE230AABA, len: 35 <   A charm with it in conversation.>
974 pointer: 000001ECE2310751, len: 33 <   A child devoid of childishness>
975 pointer: 000001ECE230B748, len: 68 <   a circumstance which perhaps accounts for the southern fervour of>
976 pointer: 000001ECE231BB48, len: 34 <   A constant harping on one tune,>
977 pointer: 000001ECE2317B91, len: 35 <   A coquette loves by calculation,>
978 pointer: 000001ECE232F91A, len: 38 <   A countenance perplexed and scared.>
979 pointer: 000001ECE231E44A, len: 33 <   A country damsel's album trim,>
980 pointer: 000001ECE230ECEA, len: 34 <   Acquaintance instantly to make.>
981 pointer: 000001ECE2323A85, len: 30 <   A crab upon a spider rides,>
982 pointer: 000001ECE2306585, len: 35 <   A critic of the stage malicious,>
983 pointer: 000001ECE231DB85, len: 37 <   Across her youth a shade had come,>
984 pointer: 000001ECE230788C, len: 38 <   Across the Baltic's salt sea waves,>
985 pointer: 000001ECE2321D3E, len: 40 <   Across the gloom of heaven would sail>
986 pointer: 000001ECE231DBD4, len: 35 <   Across the smiling face of dawn.>
987 pointer: 000001ECE2307428, len: 38 <   Across the stage still madly sweep,>
988 pointer: 000001ECE231A223, len: 28 <   A cup of tea upon a tray.>
989 pointer: 000001ECE230F86F, len: 30 <   A curious interest disclose>
990 pointer: 000001ECE23308C4, len: 30 <   A dagger, asterisk, or note>
991 pointer: 000001ECE23309C3, len: 35 <   A dangerous, gloomy misanthrope,>
992 pointer: 000001ECE23063B7, len: 62 <   addressed the following impromptu to his friend's portrait:>
993 pointer: 000001ECE23195CB, len: 35 <   Address to you one single phrase>
994 pointer: 000001ECE232F141, len: 35 <   A deadly pallor, air distressed;>
995 pointer: 000001ECE2330310, len: 31 <   Adieu she to the matron said>
996 pointer: 000001ECE2331DE8, len: 41 <   ''Adieu! thou home where peace abides,>
997 pointer: 000001ECE2333115, len: 36 <   Adieu, thou witness of our glory,>
998 pointer: 000001ECE233D4FC, len: 36 <   Adieu! whate'er thou didst desire>
999 pointer: 000001ECE231F490, len: 35 <   A dinner, whimsical each course,>
1000 pointer: 000001ECE2306331, len: 65 <   admiration. He was an officer in the Hussars of the Guard, and>
1001 pointer: 000001ECE2328B78, len: 40 <   Admired his judgment, which was fine,>
1002 pointer: 000001ECE2313117, len: 32 <   Admirer of the peaceful Muse,>
1003 pointer: 000001ECE233C337, len: 34 <   A door he opens. But why shrank>
1004 pointer: 000001ECE230796A, len: 35 <   Adorned the apartment of Eugene,>
1005 pointer: 000001ECE2310847, len: 36 <   Adorned with many a vision bright>
1006 pointer: 000001ECE230CA61, len: 33 <   A double force unto their song>
1007 pointer: 000001ECE231E31C, len: 35 <   A dove which on a lyre doth sit;>
1008 pointer: 000001ECE2322DA3, len: 36 <   A dreadful sleep Tattiana sleeps.>
1009 pointer: 000001ECE2323629, len: 35 <   Adroitly seized and carried her;>
1010 pointer: 000001ECE232AEC9, len: 30 <   A duellist of classic mind,>
1011 pointer: 000001ECE230BDCA, len: 37 <   A due which must to earth be paid.>
1012 pointer: 000001ECE232B624, len: 16 <   ''Advance!''->
1013 pointer: 000001ECE2323A05, len: 35 <   A dwarf adorned with tail, again>
1014 pointer: 000001ECE23042C7, len: 34 <   A dying man with art to soothe,>
1015 pointer: 000001ECE2306469, len: 55 <      A faithful friend to friends, of ladies torturer,>
1016 pointer: 000001ECE2337C66, len: 32 <   A faithful model she appeared>
1017 pointer: 000001ECE232F2EF, len: 31 <   Afar is borne by cruel fate,>
1018 pointer: 000001ECE230D101, len: 40 <   Afar, where clothed in green and gold>
1019 pointer: 000001ECE231930A, len: 31 <   A feeble version read below,>
1020 pointer: 000001ECE230F031, len: 36 <   A few of different temper deemed,>
1021 pointer: 000001ECE231E6CC, len: 37 <   _Affectionately yours till death_.>
